0,1,2,3,4,5,columns,values
143,3,68,177,0.0,0.0,911,45380.0
143,3,13,180,0.0,0.0,911,46093.0
143,3,225,182,0.0,0.0,911,46817.0
143,3,190,185,0.0,0.0,911,47550.0
143,3,166,188,0.0,0.0,911,48294.0
143,3,152,191,0.0,0.0,911,49048.0
143,3,21,193,0.0,0.0,911,49429.0
143,3,23,196,0.0,0.0,911,50199.0
143,3,35,199,0.0,0.0,911,50979.0
143,3,58,202,0.0,0.0,911,51770.0
143,3,92,205,0.0,0.0,911,52572.0
143,3,136,208,0.0,0.0,911,53384.0
143,3,192,211,0.0,0.0,911,54208.0
143,3,96,213,0.0,0.0,911,54624.0
143,3,168,216,0.0,0.0,911,55464.0
143,3,252,219,0.0,0.0,911,56316.0
143,3,92,223,0.0,0.0,911,57180.0
143,3,199,226,0.0,0.0,911,58055.0
143,3,61,230,0.0,0.0,911,58941.0
143,3,253,231,0.0,0.0,911,59389.0
143,3,134,235,0.0,0.0,911,60294.0
143,3,26,239,0.0,0.0,911,61210.0
143,3,187,242,0.0,0.0,911,62139.0
143,3,104,246,0.0,0.0,911,63080.0
143,3,68,248,0.0,0.0,911,63556.0
143,3,4,252,0.0,0.0,911,64516.0
143,3,208,255,0.0,0.0,911,65488.0
143,3,170,3,1.0,0.0,911,66474.0
143,3,144,7,1.0,0.0,911,67472.0
143,3,132,11,1.0,0.0,911,68484.0
143,3,132,15,1.0,0.0,911,69508.0
143,3,146,19,1.0,0.0,911,70546.0
143,3,158,21,1.0,0.0,911,71070.0
143,3,193,25,1.0,0.0,911,72129.0
143,3,241,29,1.0,0.0,911,73201.0
143,3,47,34,1.0,0.0,911,74287.0
143,3,123,38,1.0,0.0,911,75387.0
143,3,213,42,1.0,0.0,911,76501.0
143,3,8,45,1.0,0.0,911,77064.0
143,3,119,49,1.0,0.0,911,78199.0
143,3,245,53,1.0,0.0,911,79349.0
143,3,130,58,1.0,0.0,911,80514.0
143,3,30,63,1.0,0.0,911,81694.0
143,3,201,67,1.0,0.0,911,82889.0
143,3,36,70,1.0,0.0,911,83492.0
143,3,229,74,1.0,0.0,911,84709.0
47,1,1,0,0.0,0.0,303,1.0
143,3,182,79,1.0,0.0,911,85942.0
47,1,1,0,0.0,0.0,303,1.0
143,3,150,84,1.0,0.0,911,87190.0
47,1,1,0,0.0,0.0,303,1.0
143,3,134,89,1.0,0.0,911,88454.0
47,1,1,0,0.0,0.0,303,1.0
143,3,134,94,1.0,0.0,911,89734.0
47,1,1,0,0.0,0.0,303,1.0
143,3,12,97,1.0,0.0,911,90380.0
47,1,1,0,0.0,0.0,303,1.0
143,3,36,102,1.0,0.0,911,91684.0
47,1,1,0,0.0,0.0,303,1.0
143,3,76,107,1.0,0.0,911,93004.0
47,1,1,0,0.0,0.0,303,1.0
143,3,132,112,1.0,0.0,911,94340.0
47,1,1,0,0.0,0.0,303,1.0
143,3,205,117,1.0,0.0,911,95693.0
47,1,1,0,0.0,0.0,303,1.0
143,3,39,123,1.0,0.0,911,97063.0
47,1,1,0,0.0,0.0,303,1.0
143,3,146,128,1.0,0.0,911,98450.0
47,1,1,0,0.0,0.0,303,1.0
143,3,77,131,1.0,0.0,911,99149.0
47,1,1,0,0.0,0.0,303,1.0
143,3,209,136,1.0,0.0,911,100561.0
47,1,1,0,0.0,0.0,303,1.0
143,3,103,142,1.0,0.0,911,101991.0
47,1,1,0,0.0,0.0,303,1.0
143,3,14,148,1.0,0.0,911,103438.0
47,1,1,0,0.0,0.0,303,1.0
143,3,198,153,1.0,0.0,911,104902.0
47,1,1,0,0.0,0.0,303,1.0
143,3,144,159,1.0,0.0,911,106384.0
47,1,1,0,0.0,0.0,303,1.0
143,3,124,162,1.0,0.0,911,107132.0
47,1,1,0,0.0,0.0,303,1.0
143,3,97,168,1.0,0.0,911,108641.0
47,1,1,0,0.0,0.0,303,1.0
143,3,89,174,1.0,0.0,911,110169.0
47,1,1,0,0.0,0.0,303,1.0
143,3,99,180,1.0,0.0,911,111715.0
47,1,1,0,0.0,0.0,303,1.0
143,3,127,186,1.0,0.0,911,113279.0
47,1,1,0,0.0,0.0,303,1.0
143,3,174,192,1.0,0.0,911,114862.0
47,1,1,0,0.0,0.0,303,1.0
143,3,205,195,1.0,0.0,911,115661.0
47,1,1,0,0.0,0.0,303,1.0
143,3,24,202,1.0,0.0,911,117272.0
47,1,1,0,0.0,0.0,303,1.0
143,3,119,208,1.0,0.0,911,118903.0
47,1,1,0,0.0,0.0,303,1.0
143,3,232,214,1.0,0.0,911,120552.0
47,1,1,0,0.0,0.0,303,1.0
143,3,110,221,1.0,0.0,911,122222.0
47,1,1,0,0.0,0.0,303,1.0
143,3,7,228,1.0,0.0,911,123911.0
47,1,1,0,0.0,0.0,303,1.0
143,3,91,231,1.0,0.0,911,124763.0
47,1,1,0,0.0,0.0,303,1.0
143,3,18,238,1.0,0.0,911,126482.0
47,1,1,0,0.0,0.0,303,1.0
143,3,221,244,1.0,0.0,911,128221.0
47,1,1,0,0.0,0.0,303,1.0
143,3,188,251,1.0,0.0,911,129980.0
47,1,1,0,0.0,0.0,303,1.0
143,3,175,2,2.0,0.0,911,131759.0
47,1,1,0,0.0,0.0,303,1.0
143,3,184,9,2.0,0.0,911,133560.0
47,1,1,0,0.0,0.0,303,1.0
143,3,213,16,2.0,0.0,911,135381.0
47,1,1,0,0.0,0.0,303,1.0
143,3,108,20,2.0,0.0,911,136300.0
47,1,1,0,0.0,0.0,303,1.0
143,3,168,27,2.0,0.0,911,138152.0
47,1,1,0,0.0,0.0,303,1.0
143,3,250,34,2.0,0.0,911,140026.0
47,1,2,0,0.0,0.0,303,2.0
143,3,98,42,2.0,0.0,911,141922.0
47,1,2,0,0.0,0.0,303,2.0
143,3,223,49,2.0,0.0,911,143839.0
47,1,2,0,0.0,0.0,303,2.0
143,3,114,57,2.0,0.0,911,145778.0
47,1,2,0,0.0,0.0,303,2.0
143,3,68,61,2.0,0.0,911,146756.0
47,1,2,0,0.0,0.0,303,2.0
143,3,248,68,2.0,0.0,911,148728.0
47,1,2,0,0.0,0.0,303,2.0
143,3,195,76,2.0,0.0,911,150723.0
47,1,2,0,0.0,0.0,303,2.0
143,3,164,84,2.0,0.0,911,152740.0
47,1,2,0,0.0,0.0,303,2.0
143,3,155,92,2.0,0.0,911,154779.0
47,1,2,0,0.0,0.0,303,2.0
143,3,170,100,2.0,0.0,911,156842.0
47,1,2,0,0.0,0.0,303,2.0
143,3,207,108,2.0,0.0,911,158927.0
47,1,2,0,0.0,0.0,303,2.0
143,3,235,112,2.0,0.0,911,159979.0
47,1,2,0,0.0,0.0,303,2.0
143,3,51,121,2.0,0.0,911,162099.0
47,1,2,0,0.0,0.0,303,2.0
143,3,147,129,2.0,0.0,911,164243.0
47,1,2,0,0.0,0.0,303,2.0
143,3,11,138,2.0,0.0,911,166411.0
47,1,2,0,0.0,0.0,303,2.0
143,3,155,146,2.0,0.0,911,168603.0
47,1,2,0,0.0,0.0,303,2.0
143,3,236,150,2.0,0.0,911,169708.0
47,1,2,0,0.0,0.0,303,2.0
143,3,160,159,2.0,0.0,911,171936.0
47,1,2,0,0.0,0.0,303,2.0
143,3,108,168,2.0,0.0,911,174188.0
47,1,2,0,0.0,0.0,303,2.0
143,3,81,177,2.0,0.0,911,176465.0
47,1,2,0,0.0,0.0,303,2.0
143,3,79,186,2.0,0.0,911,178767.0
47,1,2,0,0.0,0.0,303,2.0
143,3,101,195,2.0,0.0,911,181093.0
47,1,2,0,0.0,0.0,303,2.0
143,3,149,204,2.0,0.0,911,183445.0
47,1,2,0,0.0,0.0,303,2.0
143,3,55,209,2.0,0.0,911,184631.0
47,1,2,0,0.0,0.0,303,2.0
143,3,141,218,2.0,0.0,911,187021.0
47,1,3,0,0.0,0.0,303,3.0
143,3,252,227,2.0,0.0,911,189436.0
47,1,3,0,0.0,0.0,303,3.0
143,3,134,237,2.0,0.0,911,191878.0
47,1,3,0,0.0,0.0,303,3.0
143,3,41,247,2.0,0.0,911,194345.0
47,1,3,0,0.0,0.0,303,3.0
143,3,231,0,3.0,0.0,911,196839.0
47,1,3,0,0.0,0.0,303,3.0
143,3,208,5,3.0,0.0,911,198096.0
47,1,3,0,0.0,0.0,303,3.0
143,3,182,15,3.0,0.0,911,200630.0
47,1,3,0,0.0,0.0,303,3.0
143,3,182,25,3.0,0.0,911,203190.0
47,1,3,0,0.0,0.0,303,3.0
143,3,209,35,3.0,0.0,911,205777.0
47,1,3,0,0.0,0.0,303,3.0
143,3,8,46,3.0,0.0,911,208392.0
47,1,3,0,0.0,0.0,303,3.0
143,3,89,56,3.0,0.0,911,211033.0
47,1,3,0,0.0,0.0,303,3.0
143,3,199,66,3.0,0.0,911,213703.0
47,1,3,0,0.0,0.0,303,3.0
143,3,8,72,3.0,0.0,911,215048.0
47,1,3,0,0.0,0.0,303,3.0
143,3,159,82,3.0,0.0,911,217759.0
47,1,3,0,0.0,0.0,303,3.0
143,3,82,93,3.0,0.0,911,220498.0
47,1,3,0,0.0,0.0,303,3.0
143,3,33,104,3.0,0.0,911,223265.0
47,1,3,0,0.0,0.0,303,3.0
77,3,1,0,0.0,0.0,845,1.0
143,3,13,115,3.0,0.0,911,226061.0
47,1,3,0,0.0,0.0,303,3.0
77,3,1,0,0.0,0.0,845,1.0
143,3,141,120,3.0,0.0,911,227469.0
47,1,3,0,0.0,0.0,303,3.0
77,3,1,0,0.0,0.0,845,1.0
143,3,164,131,3.0,0.0,911,230308.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,216,142,3.0,0.0,911,233176.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,40,154,3.0,0.0,911,236072.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,151,165,3.0,0.0,911,238999.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,34,177,3.0,0.0,911,241954.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,204,188,3.0,0.0,911,244940.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,171,194,3.0,0.0,911,246443.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,130,206,3.0,0.0,911,249474.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,118,218,3.0,0.0,911,252534.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,137,230,3.0,0.0,911,255625.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,187,242,3.0,0.0,911,258747.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,12,255,3.0,0.0,911,261900.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,64,5,4.0,0.0,911,263488.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,191,17,4.0,0.0,911,266687.0
47,1,4,0,0.0,0.0,303,4.0
77,3,1,0,0.0,0.0,845,1.0
143,3,93,30,4.0,0.0,911,269917.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,27,43,4.0,0.0,911,273179.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,249,55,4.0,0.0,911,276473.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,246,68,4.0,0.0,911,279798.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,20,82,4.0,0.0,911,283156.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,175,88,4.0,0.0,911,284847.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,253,101,4.0,0.0,911,288253.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,108,115,4.0,0.0,911,291692.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,252,128,4.0,0.0,911,295164.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,173,142,4.0,0.0,911,298669.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,145,149,4.0,0.0,911,300433.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,116,163,4.0,0.0,911,303988.0
47,1,5,0,0.0,0.0,303,5.0
77,3,1,0,0.0,0.0,845,1.0
143,3,120,177,4.0,0.0,911,307576.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,158,191,4.0,0.0,911,311198.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,230,205,4.0,0.0,911,314854.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,79,220,4.0,0.0,911,318543.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,219,234,4.0,0.0,911,322267.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,138,249,4.0,0.0,911,326026.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,238,0,5.0,0.0,911,327918.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,209,15,5.0,0.0,911,331729.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,214,30,5.0,0.0,911,335574.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,255,45,5.0,0.0,911,339455.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,74,61,5.0,0.0,911,343370.0
47,1,6,0,0.0,0.0,303,6.0
77,3,1,0,0.0,0.0,845,1.0
143,3,254,68,5.0,0.0,911,345342.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,127,84,5.0,0.0,911,349311.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,36,100,5.0,0.0,911,353316.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,237,115,5.0,0.0,911,357357.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,218,131,5.0,0.0,911,361434.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,236,147,5.0,0.0,911,365548.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,34,164,5.0,0.0,911,369698.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,74,172,5.0,0.0,911,371786.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,183,188,5.0,0.0,911,375991.0
47,1,7,0,0.0,0.0,303,7.0
77,3,1,0,0.0,0.0,845,1.0
143,3,74,205,5.0,0.0,911,380234.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,1,222,5.0,0.0,911,384513.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,221,238,5.0,0.0,911,388829.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,223,255,5.0,0.0,911,393183.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,111,8,6.0,0.0,911,395375.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,169,25,6.0,0.0,911,399785.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,10,43,6.0,0.0,911,404234.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,145,60,6.0,0.0,911,408721.0
47,1,8,0,0.0,0.0,303,8.0
77,3,1,0,0.0,0.0,845,1.0
143,3,62,78,6.0,0.0,911,413246.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,17,96,6.0,0.0,911,417809.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,12,114,6.0,0.0,911,422412.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,23,123,6.0,0.0,911,424727.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,76,141,6.0,0.0,911,429388.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,167,159,6.0,0.0,911,434087.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,42,178,6.0,0.0,911,438826.0
47,1,9,0,0.0,0.0,303,9.0
77,3,1,0,0.0,0.0,845,1.0
143,3,212,196,6.0,0.0,911,443604.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,56,206,6.0,0.0,911,446008.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,29,225,6.0,0.0,911,450845.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,43,244,6.0,0.0,911,455723.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,96,7,7.0,0.0,911,460640.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,189,26,7.0,0.0,911,465597.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,67,46,7.0,0.0,911,470595.0
47,1,10,0,0.0,0.0,303,10.0
77,3,1,0,0.0,0.0,845,1.0
143,3,241,65,7.0,0.0,911,475633.0
47,1,11,0,0.0,0.0,303,11.0
77,3,1,0,0.0,0.0,845,1.0
143,3,215,75,7.0,0.0,911,478167.0
47,1,11,0,0.0,0.0,303,11.0
77,3,1,0,0.0,0.0,845,1.0
143,3,194,95,7.0,0.0,911,483266.0
47,1,11,0,0.0,0.0,303,11.0
77,3,2,0,0.0,0.0,845,2.0
143,3,213,115,7.0,0.0,911,488405.0
47,1,11,0,0.0,0.0,303,11.0
77,3,2,0,0.0,0.0,845,2.0
143,3,18,136,7.0,0.0,911,493586.0
47,1,11,0,0.0,0.0,303,11.0
77,3,2,0,0.0,0.0,845,2.0
143,3,119,156,7.0,0.0,911,498807.0
47,1,11,0,0.0,0.0,303,11.0
77,3,2,0,0.0,0.0,845,2.0
143,3,6,177,7.0,0.0,911,504070.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,93,187,7.0,0.0,911,506717.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,42,208,7.0,0.0,911,512042.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,33,229,7.0,0.0,911,517409.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,65,250,7.0,0.0,911,522817.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,139,15,8.0,0.0,911,528267.0
47,1,12,0,0.0,0.0,303,12.0
77,3,2,0,0.0,0.0,845,2.0
143,3,254,36,8.0,0.0,911,533758.0
47,1,13,0,0.0,0.0,303,13.0
77,3,2,0,0.0,0.0,845,2.0
143,3,156,58,8.0,0.0,911,539292.0
47,1,13,0,0.0,0.0,303,13.0
77,3,2,0,0.0,0.0,845,2.0
