0,1,2,3,4,5
47,1,1,0,0.0,0.0
143,3,24,202,1.0,0.0
47,1,1,0,0.0,0.0
143,3,119,208,1.0,0.0
47,1,1,0,0.0,0.0
143,3,232,214,1.0,0.0
47,1,1,0,0.0,0.0
143,3,110,221,1.0,0.0
47,1,1,0,0.0,0.0
143,3,7,228,1.0,0.0
47,1,1,0,0.0,0.0
143,3,91,231,1.0,0.0
47,1,1,0,0.0,0.0
143,3,18,238,1.0,0.0
47,1,1,0,0.0,0.0
143,3,221,244,1.0,0.0
47,1,1,0,0.0,0.0
143,3,188,251,1.0,0.0
47,1,1,0,0.0,0.0
143,3,175,2,2.0,0.0
47,1,1,0,0.0,0.0
143,3,184,9,2.0,0.0
47,1,1,0,0.0,0.0
143,3,213,16,2.0,0.0
47,1,1,0,0.0,0.0
143,3,108,20,2.0,0.0
47,1,1,0,0.0,0.0
143,3,168,27,2.0,0.0
47,1,1,0,0.0,0.0
143,3,250,34,2.0,0.0
47,1,2,0,0.0,0.0
